Trade Year,Options Class,Underlying,Product Type,Exchange,Volume
2016,IVR,IVR,S,CBOE,3263
2016,IVV,IVV,S,CBOE,14656
2016,IVW,IVW,S,CBOE,2476
2016,2IVZ,IVZ,S,CBOE,7995
2016,IVZ,IVZ,S,CBOE,66259
2016,IWB,IWB,S,CBOE,3845
2016,IWC,IWC,S,CBOE,1602
2016,IWD,IWD,S,CBOE,18467
2016,IWF,IWF,S,CBOE,1766
2016,2IWM,IWM,S,CBOE,7263
2016,IWM,IWM,S,CBOE,24585693
2016,IWN,IWN,S,CBOE,4942
2016,IWO,IWO,S,CBOE,27355
2016,2IWP,IWP,S,CBOE,3504
2016,IWP,IWP,S,CBOE,2315
2016,2IWR,IWR,S,CBOE,80
2016,IWR,IWR,S,CBOE,2998
2016,IWS,IWS,S,CBOE,2471
2016,IWV,IWV,S,CBOE,1464
2016,IXC,IXC,S,CBOE,668
2016,IXJ,IXJ,S,CBOE,84
2016,IXP,IXP,S,CBOE,123
2016,IXUS,IXUS,S,CBOE,252
2016,IXYS,IXYS,S,CBOE,631
2016,IYE,IYE,S,CBOE,1566
2016,IYF,IYF,S,CBOE,1407
2016,IYH,IYH,S,CBOE,1772
2016,IYM,IYM,S,CBOE,549
2016,2IYR,IYR,S,CBOE,5
2016,IYR,IYR,S,CBOE,1054911
2016,IYT,IYT,S,CBOE,28229
2016,IYW,IYW,S,CBOE,2764
2016,IYZ,IYZ,S,CBOE,2581
2016,JACK,JACK,S,CBOE,48224
2016,JAH,JAH,S,CBOE,3347
2016,JAKK,JAKK,S,CBOE,4608
2016,JASO,JASO,S,CBOE,18967
2016,JAZZ,JAZZ,S,CBOE,27205
2016,JBHT,JBHT,S,CBOE,7976
2016,JBL,JBL,S,CBOE,45199
2016,JBLU,JBLU,S,CBOE,368771
2016,2JCI,JCI,S,CBOE,258
2016,JCI,JCI,S,CBOE,50676
2016,JCI1,JCI,S,CBOE,185
2016,JCI2,JCI,S,CBOE,1260
2016,JCI3,JCI,S,CBOE,1032
2016,JCOM,JCOM,S,CBOE,14591
2016,JCP,JCP,S,CBOE,1399142
2016,JD,JD,S,CBOE,853972
2016,JDST,JDST,S,CBOE,46315
2016,JDST1,JDST,S,CBOE,331
2016,JDST2,JDST,S,CBOE,808
2016,JDST3,JDST,S,CBOE,605
2016,JE,JE,S,CBOE,786
2016,JEC,JEC,S,CBOE,10947
2016,JETS,JETS,S,CBOE,2232
2016,JGW,JGW,S,CBOE,728
2016,JIVE,JIVE,S,CBOE,2646
2016,JJC,JJC,S,CBOE,8663
2016,JJG,JJG,S,CBOE,5066
2016,JKS,JKS,S,CBOE,35606
2016,JLL,JLL,S,CBOE,5859
2016,JMBA,JMBA,S,CBOE,5549
2016,JMEI,JMEI,S,CBOE,21371
2016,JMI,JMI,S,CBOE,737
2016,2JNJ,JNJ,S,CBOE,12612
2016,JNJ,JNJ,S,CBOE,960175
2016,JNK,JNK,S,CBOE,71957
2016,JNP,JNP,S,CBOE,1428
2016,JNPR,JNPR,S,CBOE,209179
2016,JNS,JNS,S,CBOE,3523
2016,JNUG,JNUG,S,CBOE,295489
2016,JNUG1,JNUG,S,CBOE,381
2016,JNUG2,JNUG,S,CBOE,948
2016,JO,JO,S,CBOE,37212
2016,JOBS,JOBS,S,CBOE,1626
2016,JOE,JOE,S,CBOE,2472
2016,1JONE,JONE,S,CBOE,5000
2016,JONE,JONE,S,CBOE,10402
2016,JOY,JOY,S,CBOE,113952
2016,JPEP,JPEP,S,CBOE,1750
2016,2JPM,JPM,S,CBOE,4767
2016,JPM,JPM,S,CBOE,2789264
2016,JPNL,JPNL,S,CBOE,330
2016,JRJC,JRJC,S,CBOE,1823
2016,JST,JST,S,CBOE,1919
2016,JUNO,JUNO,S,CBOE,85884
2016,JWA,JWA,S,CBOE,499
2016,JWN,JWN,S,CBOE,403796
2016,K,K,S,CBOE,100192
2016,KAI,KAI,S,CBOE,540
2016,KALU,KALU,S,CBOE,431
2016,KAMN,KAMN,S,CBOE,682
2016,KANG,KANG,S,CBOE,44877
2016,KAR,KAR,S,CBOE,1075
2016,KATE,KATE,S,CBOE,166598
2016,KBAL,KBAL,S,CBOE,60
2016,KBE,KBE,S,CBOE,37730
2016,KBH,KBH,S,CBOE,119901
2016,KBR,KBR,S,CBOE,9660
2016,KBWB,KBWB,S,CBOE,1000
2016,KCAP,KCAP,S,CBOE,317
2016,KCE,KCE,S,CBOE,99
2016,KCG,KCG,S,CBOE,48929
2016,KE,KE,S,CBOE,373
2016,KEG,KEG,S,CBOE,118
2016,KEGX,KEGX,S,CBOE,20
2016,KELYA,KELYA,S,CBOE,1674
2016,KEM,KEM,S,CBOE,22202
2016,KEP,KEP,S,CBOE,2340
2016,KERX,KERX,S,CBOE,58472
2016,KEX,KEX,S,CBOE,6222
2016,2KEY,KEY,S,CBOE,3980
2016,KEY,KEY,S,CBOE,138792
2016,KEY1,KEY,S,CBOE,5
2016,KEYW,KEYW,S,CBOE,1923
2016,KFRC,KFRC,S,CBOE,628
2016,KFY,KFY,S,CBOE,2120
2016,KGC,KGC,S,CBOE,316620
2016,2KHC,KHC,S,CBOE,7
2016,KHC,KHC,S,CBOE,152715
2016,KHC1,KHC,S,CBOE,1784
2016,KIE,KIE,S,CBOE,5611
2016,1KIM,KIM,S,CBOE,550
2016,KIM,KIM,S,CBOE,3491
2016,KIN,KIN,S,CBOE,1126
2016,KING,KING,S,CBOE,826
2016,KIRK,KIRK,S,CBOE,849
2016,KITE,KITE,S,CBOE,48187
2016,KKD,KKD,S,CBOE,13357
2016,KKR,KKR,S,CBOE,129378
2016,KLAC,KLAC,S,CBOE,15442
2016,KLIC,KLIC,S,CBOE,11499
2016,KLXI,KLXI,S,CBOE,828
2016,2KMB,KMB,S,CBOE,160
2016,KMB,KMB,S,CBOE,74901
2016,KMB1,KMB,S,CBOE,397
2016,KMG,KMG,S,CBOE,1775
2016,2KMI,KMI,S,CBOE,891
2016,KMI,KMI,S,CBOE,1178750
2016,KMI1,KMI,S,CBOE,78
2016,KMI2,KMI,S,CBOE,23
2016,KMT,KMT,S,CBOE,4771
2016,1KMX,KMX,S,CBOE,5000
2016,KMX,KMX,S,CBOE,145853
2016,KN,KN,S,CBOE,15155
2016,KND,KND,S,CBOE,11646
2016,KNDI,KNDI,S,CBOE,37112
2016,KNL,KNL,S,CBOE,453
2016,KNOP,KNOP,S,CBOE,7373
2016,KNX,KNX,S,CBOE,978
2016,2KO,KO,S,CBOE,1790
2016,KO,KO,S,CBOE,1044441
2016,KODK,KODK,S,CBOE,1726
2016,KOF,KOF,S,CBOE,6007
2016,KOL,KOL,S,CBOE,8530
2016,KOLD,KOLD,S,CBOE,9269
2016,KONA,KONA,S,CBOE,4641
2016,KOP,KOP,S,CBOE,801
2016,KOPN,KOPN,S,CBOE,1458
2016,KORS,KORS,S,CBOE,346775
2016,KOS,KOS,S,CBOE,2042
2016,KPTI,KPTI,S,CBOE,10044
2016,2KR,KR,S,CBOE,15013
2016,KR,KR,S,CBOE,340489
2016,KRA,KRA,S,CBOE,14137
2016,KRE,KRE,S,CBOE,434520
2016,KRG,KRG,S,CBOE,152
2016,1KRNY,KRNY,S,CBOE,3400
2016,KRNY,KRNY,S,CBOE,1368
2016,KRO,KRO,S,CBOE,4692
2016,KS,KS,S,CBOE,13885
2016,KSS,KSS,S,CBOE,209230
2016,KSU,KSU,S,CBOE,71366
2016,KT,KT,S,CBOE,646
2016,KTCC,KTCC,S,CBOE,181
2016,KTOS,KTOS,S,CBOE,8612
2016,KVHI,KVHI,S,CBOE,76
2016,KW,KW,S,CBOE,1086
2016,KWEB,KWEB,S,CBOE,11939
2016,KYN,KYN,S,CBOE,5407
2016,KZ,KZ,S,CBOE,2069
2016,L,L,S,CBOE,1387
2016,LABD,LABD,S,CBOE,35354
2016,LABU,LABU,S,CBOE,123706
2016,LABU1,LABU,S,CBOE,3202
2016,LAD,LAD,S,CBOE,4329
2016,LADR,LADR,S,CBOE,1308
2016,LADR1,LADR,S,CBOE,17
2016,LAMR,LAMR,S,CBOE,16510
2016,LAYN,LAYN,S,CBOE,370
2016,LAZ,LAZ,S,CBOE,21738
2016,LB,LB,S,CBOE,126696
2016,LBAI,LBAI,S,CBOE,4
2016,LBIO,LBIO,S,CBOE,16399
2016,LBJ,LBJ,S,CBOE,445
2016,LBJ1,LBJ,S,CBOE,2
2016,LBMH,LBMH,S,CBOE,3
2016,LBRDA,LBRDA,S,CBOE,410
2016,2LBTYA,LBTYA,S,CBOE,38
2016,LBTA1,LBTYA,S,CBOE,182
2016,LBTYA,LBTYA,S,CBOE,39077
2016,2LBTYK,LBTYK,S,CBOE,115
2016,LBTK1,LBTYK,S,CBOE,974
2016,LBTYK,LBTYK,S,CBOE,22310
2016,LBY,LBY,S,CBOE,1501
2016,LC,LC,S,CBOE,408569
2016,LCI,LCI,S,CBOE,40749
2016,LCUT,LCUT,S,CBOE,29
2016,LDL,LDL,S,CBOE,755
2016,LDOS,LDOS,S,CBOE,45671
2016,LE,LE,S,CBOE,17501
2016,2LEA,LEA,S,CBOE,40
2016,LEA,LEA,S,CBOE,13685
2016,LECO,LECO,S,CBOE,2471
2016,LEE,LEE,S,CBOE,509
2016,LEG,LEG,S,CBOE,5211
2016,LEJU,LEJU,S,CBOE,187
2016,LEMB,LEMB,S,CBOE,310
2016,2LEN,LEN,S,CBOE,266
2016,LEN,LEN,S,CBOE,113888
2016,LF,LF,S,CBOE,4479
2016,LFC,LFC,S,CBOE,30806
2016,LFGR,LFGR,S,CBOE,10
2016,LFL,LFL,S,CBOE,135
2016,LFUS,LFUS,S,CBOE,335
2016,LG,LG,S,CBOE,540
2016,LGCY,LGCY,S,CBOE,10612
2016,LGF,LGF,S,CBOE,88969
2016,LGFA,LGFA,S,CBOE,121
2016,LGFA1,LGFA,S,CBOE,1338
2016,LGFB,LGFB,S,CBOE,51
2016,LGFB1,LGFB,S,CBOE,17
2016,LGIH,LGIH,S,CBOE,11903
2016,LGND,LGND,S,CBOE,5473
2016,LH,LH,S,CBOE,22375
2016,LHO,LHO,S,CBOE,4888
2016,LII,LII,S,CBOE,4360
2016,LINC,LINC,S,CBOE,171
2016,LINE,LINE,S,CBOE,72830
2016,LINEQ,LINEQ,S,CBOE,12612
2016,LION,LION,S,CBOE,360
2016,LIOX,LIOX,S,CBOE,1876
2016,LITB,LITB,S,CBOE,1267
2016,1LITE,LITE,S,CBOE,403
2016,LITE,LITE,S,CBOE,39380
2016,LIVE,LIVE,S,CBOE,336
2016,LIVN,LIVN,S,CBOE,632
2016,LJPC,LJPC,S,CBOE,6792
2016,LKQ,LKQ,S,CBOE,10800
2016,LKSD,LKSD,S,CBOE,762
2016,LL,LL,S,CBOE,96713
2016,LLL,LLL,S,CBOE,7611
2016,LLNW,LLNW,S,CBOE,11328
2016,LLTC,LLTC,S,CBOE,41253
2016,2LLY,LLY,S,CBOE,8
2016,LLY,LLY,S,CBOE,451055
2016,LM,LM,S,CBOE,16268
2016,LMCA,LMCA,S,CBOE,1385
2016,LMCA1,LMCA,S,CBOE,148
2016,LMIA,LMIA,S,CBOE,54
2016,LMOS,LMOS,S,CBOE,2890
2016,2LMT,LMT,S,CBOE,2195
2016,LMT,LMT,S,CBOE,399917
2016,LN,LN,S,CBOE,31835
2016,LNC,LNC,S,CBOE,39185
2016,2LNCE,LNCE,S,CBOE,250
2016,LNCE,LNCE,S,CBOE,1129
2016,LNCE1,LNCE,S,CBOE,83
2016,LNCO,LNCO,S,CBOE,6409
2016,LNCOQ,LNCOQ,S,CBOE,3276
2016,LNDC,LNDC,S,CBOE,741
2016,LNG,LNG,S,CBOE,366116
2016,LNKD,LNKD,S,CBOE,580034
2016,LNN,LNN,S,CBOE,1396
2016,LOB,LOB,S,CBOE,154
2016,LOCK,LOCK,S,CBOE,58741
2016,LOCO,LOCO,S,CBOE,21217
2016,LODE,LODE,S,CBOE,1489
2016,LOGI,LOGI,S,CBOE,11753
2016,LOGM,LOGM,S,CBOE,5098
2016,LOJN,LOJN,S,CBOE,140
2016,LOPE,LOPE,S,CBOE,5551
2016,LORL,LORL,S,CBOE,807
2016,LOV,LOV,S,CBOE,331
2016,2LOW,LOW,S,CBOE,843
2016,LOW,LOW,S,CBOE,459730
2016,LPCN,LPCN,S,CBOE,17267
2016,2LPI,LPI,S,CBOE,1500
2016,LPI,LPI,S,CBOE,17932
2016,LPL,LPL,S,CBOE,4591
2016,1LPLA,LPLA,S,CBOE,2000
2016,LPLA,LPLA,S,CBOE,28366
2016,LPNT,LPNT,S,CBOE,1584
2016,LPSN,LPSN,S,CBOE,3640
2016,LPT,LPT,S,CBOE,628
2016,LPTN1,LPTN,S,CBOE,118
2016,LPX,LPX,S,CBOE,29325
2016,LQ,LQ,S,CBOE,4878
2016,LQD,LQD,S,CBOE,88871
2016,LQDT,LQDT,S,CBOE,2516
2016,LRAD,LRAD,S,CBOE,34
2016,LRCX,LRCX,S,CBOE,102923
2016,LRN,LRN,S,CBOE,2704
2016,LSCC,LSCC,S,CBOE,6835
2016,LSI,LSI,S,CBOE,10784
2016,LSTR,LSTR,S,CBOE,1430
2016,LSXMA,LSXMA,S,CBOE,170
2016,LTBR,LTBR,S,CBOE,17
2016,LTBR1,LTBR,S,CBOE,59
2016,LTPZ,LTPZ,S,CBOE,138
2016,LTRPA,LTRPA,S,CBOE,5475
2016,LTXB,LTXB,S,CBOE,791
2016,LUB,LUB,S,CBOE,309
2016,2LUK,LUK,S,CBOE,329
2016,LUK,LUK,S,CBOE,29050
2016,LULU,LULU,S,CBOE,619521
2016,LUV,LUV,S,CBOE,464621
2016,LUX,LUX,S,CBOE,3005
2016,LVLT,LVLT,S,CBOE,61074
2016,LVNA1,LVNTA,S,CBOE,74
2016,LVNA2,LVNTA,S,CBOE,168
2016,LVNTA,LVNTA,S,CBOE,24574
2016,LVS,LVS,S,CBOE,913913
2016,LW,LW,S,CBOE,23993
2016,LXFT,LXFT,S,CBOE,7246
2016,LXK,LXK,S,CBOE,42786
2016,LXP,LXP,S,CBOE,1490
2016,LXRX,LXRX,S,CBOE,8165
2016,LXU,LXU,S,CBOE,12393
2016,2LYB,LYB,S,CBOE,2
2016,LYB,LYB,S,CBOE,174800
2016,LYG,LYG,S,CBOE,48962
2016,LYTS,LYTS,S,CBOE,244
2016,LYV,LYV,S,CBOE,9964
2016,LZB,LZB,S,CBOE,2089
2016,M,M,S,CBOE,709766
2016,2MA,MA,S,CBOE,756
2016,MA,MA,S,CBOE,366281
2016,MAA,MAA,S,CBOE,2705
2016,MAA1,MAA,S,CBOE,2
2016,2MAC,MAC,S,CBOE,48
2016,MAC,MAC,S,CBOE,8342
2016,MACK,MACK,S,CBOE,30098
2016,MAG,MAG,S,CBOE,1787
2016,MAIN,MAIN,S,CBOE,14468
2016,MAN,MAN,S,CBOE,8604
2016,MANH,MANH,S,CBOE,12498
2016,MANT,MANT,S,CBOE,116
2016,MANU,MANU,S,CBOE,2366
2016,MAR,MAR,S,CBOE,127116
2016,MAR1,MAR,S,CBOE,114
2016,MAR2,MAR,S,CBOE,37
2016,MARA,MARA,S,CBOE,1086
2016,2MAS,MAS,S,CBOE,37
2016,MAS,MAS,S,CBOE,62384
2016,MAS1,MAS,S,CBOE,823
2016,2MASI,MASI,S,CBOE,275
2016,MASI,MASI,S,CBOE,2476
2016,MAT,MAT,S,CBOE,115559
2016,MATN,MATN,S,CBOE,126
2016,MATR,MATR,S,CBOE,4787
2016,MATW,MATW,S,CBOE,108
2016,MATX,MATX,S,CBOE,403
2016,MB,MB,S,CBOE,8031
2016,MBB,MBB,S,CBOE,5061
2016,MBFI,MBFI,S,CBOE,662
2016,MBI,MBI,S,CBOE,49143
2016,MBLY,MBLY,S,CBOE,384501
2016,MBT,MBT,S,CBOE,10586
2016,MBUU,MBUU,S,CBOE,817
2016,MC,MC,S,CBOE,2312
2016,MCBC,MCBC,S,CBOE,8
2016,MCC,MCC,S,CBOE,2248
2016,2MCD,MCD,S,CBOE,695
2016,MCD,MCD,S,CBOE,1122220
2016,MCEP,MCEP,S,CBOE,6145
2016,MCF,MCF,S,CBOE,4025
2016,MCHI,MCHI,S,CBOE,3045
2016,2MCHP,MCHP,S,CBOE,285
2016,MCHP,MCHP,S,CBOE,52775
2016,MCHP1,MCHP,S,CBOE,114
2016,MCHX,MCHX,S,CBOE,66
2016,2MCK,MCK,S,CBOE,34
2016,MCK,MCK,S,CBOE,54383
2016,MCO,MCO,S,CBOE,19750
2016,MCPIQ,MCPIQ,S,CBOE,2390
2016,MCRI,MCRI,S,CBOE,552
2016,MCRN,MCRN,S,CBOE,2442
2016,MCS,MCS,S,CBOE,75
2016,MD,MD,S,CBOE,1669
2016,MDAS,MDAS,S,CBOE,663
2016,MDC,MDC,S,CBOE,5914
2016,MDC1,MDC,S,CBOE,35
2016,MDCA,MDCA,S,CBOE,7649
2016,MDCO,MDCO,S,CBOE,31269
2016,MDGN,MDGN,S,CBOE,2685
2016,2MDLZ,MDLZ,S,CBOE,6173
2016,MDLZ,MDLZ,S,CBOE,838267
2016,MDP,MDP,S,CBOE,3071
2016,MDR,MDR,S,CBOE,50107
2016,MDRX,MDRX,S,CBOE,13599
2016,MDSO,MDSO,S,CBOE,7240
2016,2MDT,MDT,S,CBOE,14
2016,MDT,MDT,S,CBOE,299942
2016,MDT1,MDT,S,CBOE,851
2016,MDU,MDU,S,CBOE,1794
2016,MDVN,MDVN,S,CBOE,194212
2016,MDXG,MDXG,S,CBOE,10501
2016,2MDY,MDY,S,CBOE,211
2016,MDY,MDY,S,CBOE,56483
2016,MED,MED,S,CBOE,788
2016,MEET,MEET,S,CBOE,31570
2016,MEG,MEG,S,CBOE,9299
2016,MEI,MEI,S,CBOE,2568
2016,MEIP,MEIP,S,CBOE,8693
2016,2MELI,MELI,S,CBOE,144
2016,MELI,MELI,S,CBOE,33644
2016,MEMP,MEMP,S,CBOE,20397
2016,MENT,MENT,S,CBOE,14848
2016,MEOH,MEOH,S,CBOE,20252
2016,MEP,MEP,S,CBOE,1900
2016,MERC,MERC,S,CBOE,2284
2016,MESG,MESG,S,CBOE,4521
2016,2MET,MET,S,CBOE,983
2016,MET,MET,S,CBOE,627821
2016,MFA,MFA,S,CBOE,992
2016,MFC,MFC,S,CBOE,8422
2016,MFCB,MFCB,S,CBOE,594
2016,MFG,MFG,S,CBOE,189
2016,MFIN,MFIN,S,CBOE,15715
2016,MFLX,MFLX,S,CBOE,7592
2016,MFRM,MFRM,S,CBOE,23548
2016,MG,MG,S,CBOE,787
2016,2MGA,MGA,S,CBOE,85
2016,MGA,MGA,S,CBOE,16306
2016,MGC,MGC,S,CBOE,595
2016,MGEE,MGEE,S,CBOE,1773
2016,MGI,MGI,S,CBOE,902
2016,MGIC,MGIC,S,CBOE,361
2016,MGK,MGK,S,CBOE,335
2016,MGLN,MGLN,S,CBOE,911
2016,MGM,MGM,S,CBOE,744889
2016,MGP,MGP,S,CBOE,893
2016,MGPI,MGPI,S,CBOE,1213
2016,MGT,MGT,S,CBOE,16283
2016,MGV,MGV,S,CBOE,193
2016,MHFI,MHFI,S,CBOE,3754
2016,MHGC,MHGC,S,CBOE,876
2016,MHK,MHK,S,CBOE,38198
2016,MHLD,MHLD,S,CBOE,3706
2016,MHO,MHO,S,CBOE,297
2016,MHRCQ,MHRCQ,S,CBOE,20
2016,2MIC,MIC,S,CBOE,645
2016,MIC,MIC,S,CBOE,18775
2016,MIDD,MIDD,S,CBOE,8557
2016,MIDU,MIDU,S,CBOE,953
2016,MIDZ,MIDZ,S,CBOE,1126
2016,MIFI,MIFI,S,CBOE,12347
2016,1MIK,MIK,S,CBOE,7520
2016,2MIK,MIK,S,CBOE,112
2016,MIK,MIK,S,CBOE,9723
2016,MIL,MIL,S,CBOE,99
2016,MIND,MIND,S,CBOE,132
2016,1MITK,MITK,S,CBOE,1000
2016,MITK,MITK,S,CBOE,14559
2016,MITL,MITL,S,CBOE,1380
2016,MITT,MITT,S,CBOE,842
2016,MJN,MJN,S,CBOE,52767
2016,2MKC,MKC,S,CBOE,200
2016,MKC,MKC,S,CBOE,9161
2016,MKL,MKL,S,CBOE,1342
2016,MKSI,MKSI,S,CBOE,1004
2016,MKTO,MKTO,S,CBOE,35753
2016,MKTX,MKTX,S,CBOE,2314
2016,MLHR,MLHR,S,CBOE,1006
2016,2MLM,MLM,S,CBOE,3
2016,MLM,MLM,S,CBOE,33746
2016,MLNK,MLNK,S,CBOE,168
2016,MLNX,MLNX,S,CBOE,23671
2016,MLPI,MLPI,S,CBOE,1098
2016,MLPN,MLPN,S,CBOE,7778
2016,MLPX,MLPX,S,CBOE,831
2016,2MMC,MMC,S,CBOE,3699
2016,MMC,MMC,S,CBOE,7919
2016,MMI,MMI,S,CBOE,630
2016,MMLP,MMLP,S,CBOE,3194
2016,2MMM,MMM,S,CBOE,1932
2016,MMM,MMM,S,CBOE,194823
2016,2MMP,MMP,S,CBOE,300
2016,MMP,MMP,S,CBOE,45486
2016,MMSI,MMSI,S,CBOE,915
2016,MMYT,MMYT,S,CBOE,2212
2016,MN,MN,S,CBOE,828
2016,MNI,MNI,S,CBOE,210
2016,MNI1,MNI,S,CBOE,15
2016,MNK,MNK,S,CBOE,97889
2016,MNK1,MNK,S,CBOE,36
2016,MNKD,MNKD,S,CBOE,470190
2016,MNR,MNR,S,CBOE,1701
2016,MNRO,MNRO,S,CBOE,683
2016,MNST,MNST,S,CBOE,153538
2016,MNTA,MNTA,S,CBOE,4723
2016,MNTX,MNTX,S,CBOE,1814
2016,MNX,MNX,I,CBOE,2029
2016,2MO,MO,S,CBOE,780
2016,MO,MO,S,CBOE,463317
2016,MOAT,MOAT,S,CBOE,830
2016,MOBI,MOBI,S,CBOE,183
2016,MOBL,MOBL,S,CBOE,1311
2016,MOD,MOD,S,CBOE,517
2016,MODN,MODN,S,CBOE,1073
2016,MOH,MOH,S,CBOE,4228
2016,MOMO,MOMO,S,CBOE,106458
2016,2MON,MON,S,CBOE,16
2016,MON,MON,S,CBOE,493463
2016,MOO,MOO,S,CBOE,5906
2016,MORE,MORE,S,CBOE,6934
2016,MORN,MORN,S,CBOE,293
2016,MOS,MOS,S,CBOE,372603
2016,MOSY,MOSY,S,CBOE,131
2016,MOV,MOV,S,CBOE,3790
2016,MPAA,MPAA,S,CBOE,1088
2016,2MPC,MPC,S,CBOE,68
2016,MPC,MPC,S,CBOE,375105
2016,MPEL,MPEL,S,CBOE,119097
2016,MPEL1,MPEL,S,CBOE,6302
2016,MPG,MPG,S,CBOE,640
2016,MPLX,MPLX,S,CBOE,48064
2016,MPLX1,MPLX,S,CBOE,1115
2016,MPSX,MPSX,S,CBOE,10
2016,MPW,MPW,S,CBOE,16512
2016,2MPWR,MPWR,S,CBOE,412
2016,MPWR,MPWR,S,CBOE,2232
2016,MPX,MPX,S,CBOE,191
2016,MR,MR,S,CBOE,2141
2016,MRC,MRC,S,CBOE,1017
2016,MRCY,MRCY,S,CBOE,1022
2016,2MRD,MRD,S,CBOE,54
2016,MRD,MRD,S,CBOE,2915
2016,MRIN,MRIN,S,CBOE,117
2016,2MRK,MRK,S,CBOE,2819
2016,MRK,MRK,S,CBOE,911939
2016,MRKT,MRKT,S,CBOE,612
2016,2MRO,MRO,S,CBOE,1420
2016,MRO,MRO,S,CBOE,897724
2016,MRTN,MRTN,S,CBOE,430
2016,MRVL,MRVL,S,CBOE,189819
2016,2MS,MS,S,CBOE,1905
2016,MS,MS,S,CBOE,923346
2016,MSB,MSB,S,CBOE,1478
2016,MSCC,MSCC,S,CBOE,12842
2016,MSCC1,MSCC,S,CBOE,376
2016,MSCI,MSCI,S,CBOE,2128
2016,2MSFT,MSFT,S,CBOE,6592
2016,MSFT,MSFT,S,CBOE,4452437
2016,MSG,MSG,S,CBOE,8785
2016,MSGN,MSGN,S,CBOE,2657
2016,MSGN1,MSGN,S,CBOE,3
2016,2MSI,MSI,S,CBOE,1992
2016,MSI,MSI,S,CBOE,21659
2016,MSM,MSM,S,CBOE,2756
2016,MSTR,MSTR,S,CBOE,2954
2016,MSTX,MSTX,S,CBOE,25362
2016,MT,MT,S,CBOE,313776
2016,MT1,MT,S,CBOE,4119
2016,MTB,MTB,S,CBOE,14245
2016,MTCH,MTCH,S,CBOE,40801
2016,MTDR,MTDR,S,CBOE,39948
2016,MTG,MTG,S,CBOE,44677
2016,MTGE,MTGE,S,CBOE,1055
2016,MTH,MTH,S,CBOE,10243
2016,MTL,MTL,S,CBOE,3201
2016,MTL1,MTL,S,CBOE,288
2016,MTN,MTN,S,CBOE,10171
2016,MTOR,MTOR,S,CBOE,10560
2016,MTRN,MTRN,S,CBOE,1525
2016,MTRX,MTRX,S,CBOE,409
2016,MTSN,MTSN,S,CBOE,57
2016,MTU,MTU,S,CBOE,2346
2016,MTW,MTW,S,CBOE,90605
2016,MTW1,MTW,S,CBOE,14681
2016,MTX,MTX,S,CBOE,1380
2016,MTZ,MTZ,S,CBOE,33333
2016,MU,MU,S,CBOE,3106276
2016,MUB,MUB,S,CBOE,9414
2016,MUNI,MUNI,S,CBOE,22
2016,1MUR,MUR,S,CBOE,2000
2016,MUR,MUR,S,CBOE,57460
2016,MUSA,MUSA,S,CBOE,875
2016,MUX,MUX,S,CBOE,34461
2016,MVC,MVC,S,CBOE,15
2016,MVG,MVG,S,CBOE,1630
2016,MVIS,MVIS,S,CBOE,10612
2016,MVO,MVO,S,CBOE,2701
2016,MW,MW,S,CBOE,20010
2016,MWA,MWA,S,CBOE,2112
2016,MWW,MWW,S,CBOE,30131
2016,MX,MX,S,CBOE,48554
2016,4MXEA,MXEA,I,CBOE,1784
2016,MXEA,MXEA,I,CBOE,13566
2016,4MXEF,MXEF,I,CBOE,801
2016,MXEF,MXEF,I,CBOE,41166
2016,MXI,MXI,S,CBOE,8
2016,MXIM,MXIM,S,CBOE,48648
2016,MXL,MXL,S,CBOE,20622
2016,MXWL,MXWL,S,CBOE,11184
2016,MY,MY,S,CBOE,196
2016,MYCC,MYCC,S,CBOE,9755
2016,MYE,MYE,S,CBOE,472
2016,MYGN,MYGN,S,CBOE,13847
2016,2MYL,MYL,S,CBOE,26
2016,MYL,MYL,S,CBOE,502543
2016,MYRG,MYRG,S,CBOE,427
2016,MYY,MYY,S,CBOE,110
2016,MZZ,MZZ,S,CBOE,932
2016,N,N,S,CBOE,40179
2016,NADL,NADL,S,CBOE,3705
2016,NADL1,NADL,S,CBOE,5
2016,NAK,NAK,S,CBOE,11496
2016,NAME,NAME,S,CBOE,236
2016,NANO,NANO,S,CBOE,1138
2016,2NAO,NAO,S,CBOE,500
2016,NAO,NAO,S,CBOE,1080
2016,NAP,NAP,S,CBOE,3555
2016,NAT,NAT,S,CBOE,164599
2016,NATI,NATI,S,CBOE,2551
2016,NAV,NAV,S,CBOE,79690
2016,NAVB,NAVB,S,CBOE,5020
2016,NAVI,NAVI,S,CBOE,24191
2016,NBGG1,NBGGY,S,CBOE,4219
2016,NBHC,NBHC,S,CBOE,29
2016,NBIX,NBIX,S,CBOE,35472
2016,2NBL,NBL,S,CBOE,16850
2016,NBL,NBL,S,CBOE,45575
2016,NBL1,NBL,S,CBOE,56
2016,NBR,NBR,S,CBOE,176418
2016,NBTB,NBTB,S,CBOE,225
2016,NCI,NCI,S,CBOE,928
2016,NCLH,NCLH,S,CBOE,41093
2016,NCMI,NCMI,S,CBOE,408
2016,NCQ,NCQ,S,CBOE,16
2016,NCR,NCR,S,CBOE,45430
2016,NCS,NCS,S,CBOE,1136
2016,NCT,NCT,S,CBOE,47359
2016,NCTY,NCTY,S,CBOE,96
2016,NDAQ,NDAQ,S,CBOE,27430
2016,NDLS,NDLS,S,CBOE,8244
2016,NDRO,NDRO,S,CBOE,849
